Track,Artist,Tag,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Comfortably Numb - 2011 Remastered Version,Pink Floyd,Erika,0.479,0.309,11,-14.751,0,0.0299,0.153,0.22,0.134,0.182,127.155,audio_features,7Fg4jpwpkdkGCvq1rrXnvx,spotify:track:7Fg4jpwpkdkGCvq1rrXnvx,https://api.spotify.com/v1/tracks/7Fg4jpwpkdkGCvq1rrXnvx,https://api.spotify.com/v1/audio-analysis/7Fg4jpwpkdkGCvq1rrXnvx,379213,4
Changes - 2015 Remaster,David Bowie,Erika,0.559,0.308,0,-11.75,1,0.0376,0.505,0,0.109,0.414,113.633,audio_features,0LrwgdLsFaWh9VXIjBRe8t,spotify:track:0LrwgdLsFaWh9VXIjBRe8t,https://api.spotify.com/v1/tracks/0LrwgdLsFaWh9VXIjBRe8t,https://api.spotify.com/v1/audio-analysis/0LrwgdLsFaWh9VXIjBRe8t,217747,4
London Calling - Remastered,The Clash,Erika,0.651,0.801,0,-7.34,1,0.0514,0.123,0,0.0825,0.776,133.769,audio_features,5jzma6gCzYtKB1DbEwFZKH,spotify:track:5jzma6gCzYtKB1DbEwFZKH,https://api.spotify.com/v1/tracks/5jzma6gCzYtKB1DbEwFZKH,https://api.spotify.com/v1/audio-analysis/5jzma6gCzYtKB1DbEwFZKH,200480,4
Another One Bites The Dust - Remastered 2011,Queen,Erika,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,audio_features,5vdp5UmvTsnMEMESIF2Ym7,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/tracks/5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/audio-analysis/5vdp5UmvTsnMEMESIF2Ym7,214653,4
Got My Mind Set on You,George Harrison,Erika,0.759,0.85,4,-7.156,1,0.0418,0.456,1.72e-06,0.488,0.963,149.211,audio_features,4wswaG5vmNINMZcVBsAyBP,spotify:track:4wswaG5vmNINMZcVBsAyBP,https://api.spotify.com/v1/tracks/4wswaG5vmNINMZcVBsAyBP,https://api.spotify.com/v1/audio-analysis/4wswaG5vmNINMZcVBsAyBP,234653,4
Thunderstruck,AC/DC,Erika,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,audio_features,57bgtoPSgt236HzfBOd8kj,spotify:track:57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,292880,4
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,Erika,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,audio_features,2PzU4IB8Dr6mxV3lHuaG34,spotify:track:2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34,https://api.spotify.com/v1/audio-analysis/2PzU4IB8Dr6mxV3lHuaG34,222813,4
Relax,Frankie Goes To Hollywood,Erika,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,audio_features,2K22nUTdyr48JDwI5t906t,spotify:track:2K22nUTdyr48JDwI5t906t,https://api.spotify.com/v1/tracks/2K22nUTdyr48JDwI5t906t,https://api.spotify.com/v1/audio-analysis/2K22nUTdyr48JDwI5t906t,236800,4
Lust For Life,Iggy Pop,Erika,0.383,0.97,9,-5.638,1,0.0435,0.0276,0,0.0942,0.62,101.603,audio_features,21YxK0klhpfLW8budkJaMF,spotify:track:21YxK0klhpfLW8budkJaMF,https://api.spotify.com/v1/tracks/21YxK0klhpfLW8budkJaMF,https://api.spotify.com/v1/audio-analysis/21YxK0klhpfLW8budkJaMF,313926,4
Touch Me,The Doors,Erika,0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,audio_features,4BVE5tIIpYabZcYCbephNW,spotify:track:4BVE5tIIpYabZcYCbephNW,https://api.spotify.com/v1/tracks/4BVE5tIIpYabZcYCbephNW,https://api.spotify.com/v1/audio-analysis/4BVE5tIIpYabZcYCbephNW,190253,4
Blitzkrieg Bop - 2016 Remaster,Ramones,Erika,0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,audio_features,4KcH1ZRV2W1q7Flq0QqC76,spotify:track:4KcH1ZRV2W1q7Flq0QqC76,https://api.spotify.com/v1/tracks/4KcH1ZRV2W1q7Flq0QqC76,https://api.spotify.com/v1/audio-analysis/4KcH1ZRV2W1q7Flq0QqC76,134467,4
Won't Get Fooled Again - Original Album Version,The Who,Erika,0.686,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.027,audio_features,0cJPLFrlV7TTCyPLupHzcH,spotify:track:0cJPLFrlV7TTCyPLupHzcH,https://api.spotify.com/v1/tracks/0cJPLFrlV7TTCyPLupHzcH,https://api.spotify.com/v1/audio-analysis/0cJPLFrlV7TTCyPLupHzcH,511400,4
Stairway to Heaven - Remaster,Led Zeppelin,Erika,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4
Jump - 2015 Remaster,Van Halen,Erika,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,audio_features,7N3PAbqfTjSEU1edb2tY8j,spotify:track:7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/tracks/7N3PAbqfTjSEU1edb2tY8j,https://api.spotify.com/v1/audio-analysis/7N3PAbqfTjSEU1edb2tY8j,241600,4
Wild Horses - 2009 Mix,The Rolling Stones,Erika,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,audio_features,52dm9op3rbfAkc1LGXgipW,spotify:track:52dm9op3rbfAkc1LGXgipW,https://api.spotify.com/v1/tracks/52dm9op3rbfAkc1LGXgipW,https://api.spotify.com/v1/audio-analysis/52dm9op3rbfAkc1LGXgipW,341773,4
Fire and Rain - 2019 Remaster,James Taylor,Erika,0.597,0.271,5,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,audio_features,1oht5GevPN9t1T3kG1m1GO,spotify:track:1oht5GevPN9t1T3kG1m1GO,https://api.spotify.com/v1/tracks/1oht5GevPN9t1T3kG1m1GO,https://api.spotify.com/v1/audio-analysis/1oht5GevPN9t1T3kG1m1GO,203613,4
T.N.T.,AC/DC,Erika,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,audio_features,7LRMbd3LEoV5wZJvXT1Lwb,spotify:track:7LRMbd3LEoV5wZJvXT1Lwb,https://api.spotify.com/v1/tracks/7LRMbd3LEoV5wZJvXT1Lwb,https://api.spotify.com/v1/audio-analysis/7LRMbd3LEoV5wZJvXT1Lwb,214667,4
Creep,Radiohead,Erika,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4
We Will Rock You - Remastered 2011,Queen,Erika,0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308,audio_features,4pbJqGIASGPr0ZpGpnWkDn,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,https://api.spotify.com/v1/tracks/4pbJqGIASGPr0ZpGpnWkDn,https://api.spotify.com/v1/audio-analysis/4pbJqGIASGPr0ZpGpnWkDn,122067,4
Nothing Else Matters,Metallica,Erika,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,audio_features,0nLiqZ6A27jJri2VCalIUs,spotify:track:0nLiqZ6A27jJri2VCalIUs,https://api.spotify.com/v1/tracks/0nLiqZ6A27jJri2VCalIUs,https://api.spotify.com/v1/audio-analysis/0nLiqZ6A27jJri2VCalIUs,388267,3
For What It's Worth,Buffalo Springfield,Erika,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,audio_features,1qRA5BS78u3gME0loMl9AA,spotify:track:1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/tracks/1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/audio-analysis/1qRA5BS78u3gME0loMl9AA,153693,4
The Sound of Silence - Acoustic Version,Simon & Garfunkel,Erika,0.525,0.216,6,-13.551,1,0.0301,0.837,0,0.107,0.328,106.761,audio_features,5y788ya4NvwhBznoDIcXwK,spotify:track:5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/tracks/5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/audio-analysis/5y788ya4NvwhBznoDIcXwK,185413,4
American Pie,Don McLean,Erika,0.531,0.481,4,-11.709,0,0.06,0.699,0,0.0842,0.491,138.45,audio_features,1fDsrQ23eTAVFElUMaf38X,spotify:track:1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/tracks/1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/audio-analysis/1fDsrQ23eTAVFElUMaf38X,516893,4
Pride (In The Name Of Love) - Remastered 2009,U2,Erika,0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701,audio_features,65E62rOSbm7SZbAMYjNTJq,spotify:track:65E62rOSbm7SZbAMYjNTJq,https://api.spotify.com/v1/tracks/65E62rOSbm7SZbAMYjNTJq,https://api.spotify.com/v1/audio-analysis/65E62rOSbm7SZbAMYjNTJq,228427,4
Ain't No Mountain High Enough,Marvin Gaye,Erika,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,audio_features,7tqhbajSfrz2F7E1Z75ASX,spotify:track:7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/tracks/7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/audio-analysis/7tqhbajSfrz2F7E1Z75ASX,151667,4
Our House,"Crosby, Stills, Nash & Young",Erika,0.592,0.205,9,-14.601,1,0.048,0.896,5.46e-05,0.119,0.378,140.282,audio_features,2hitsKa8SthKhRJBXUHbIv,spotify:track:2hitsKa8SthKhRJBXUHbIv,https://api.spotify.com/v1/tracks/2hitsKa8SthKhRJBXUHbIv,https://api.spotify.com/v1/audio-analysis/2hitsKa8SthKhRJBXUHbIv,179760,4
Karma Police,Radiohead,Erika,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,audio_features,63OQupATfueTdZMWTxW03A,spotify:track:63OQupATfueTdZMWTxW03A,https://api.spotify.com/v1/tracks/63OQupATfueTdZMWTxW03A,https://api.spotify.com/v1/audio-analysis/63OQupATfueTdZMWTxW03A,264067,4
Foxey Lady,Jimi Hendrix,Erika,0.507,0.847,1,-5.987,0,0.0411,0.0751,0.237,0.372,0.566,98.096,audio_features,23MrkN7g6Q5U7GLIxNHN1B,spotify:track:23MrkN7g6Q5U7GLIxNHN1B,https://api.spotify.com/v1/tracks/23MrkN7g6Q5U7GLIxNHN1B,https://api.spotify.com/v1/audio-analysis/23MrkN7g6Q5U7GLIxNHN1B,198773,4
Boys Don't Cry,The Cure,Erika,0.462,0.836,11,-5.766,0,0.0621,0.00517,0,0.18,0.671,168.766,audio_features,1QFh8OH1e78dGd3VyJZCAC,spotify:track:1QFh8OH1e78dGd3VyJZCAC,https://api.spotify.com/v1/tracks/1QFh8OH1e78dGd3VyJZCAC,https://api.spotify.com/v1/audio-analysis/1QFh8OH1e78dGd3VyJZCAC,155973,4
House of the Rising Sun,The Animals,Erika,0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,audio_features,3XC7Jd6SfrQYKZJ6inyRHK,spotify:track:3XC7Jd6SfrQYKZJ6inyRHK,https://api.spotify.com/v1/tracks/3XC7Jd6SfrQYKZJ6inyRHK,https://api.spotify.com/v1/audio-analysis/3XC7Jd6SfrQYKZJ6inyRHK,269907,3
Baba O'Riley,The Who,Erika,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,audio_features,3qiyyUfYe7CRYLucrPmulD,spotify:track:3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/tracks/3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/audio-analysis/3qiyyUfYe7CRYLucrPmulD,300400,4
Zombie,The Cranberries,Erika,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,audio_features,7EZC6E7UjZe63f1jRmkWxt,spotify:track:7EZC6E7UjZe63f1jRmkWxt,https://api.spotify.com/v1/tracks/7EZC6E7UjZe63f1jRmkWxt,https://api.spotify.com/v1/audio-analysis/7EZC6E7UjZe63f1jRmkWxt,306440,4
When I Come Around,Green Day,Erika,0.531,0.909,11,-4.236,1,0.034,0.0175,0,0.231,0.814,97.546,audio_features,1Dr1fXbc2IxaK1Mu8P8Khz,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,https://api.spotify.com/v1/tracks/1Dr1fXbc2IxaK1Mu8P8Khz,https://api.spotify.com/v1/audio-analysis/1Dr1fXbc2IxaK1Mu8P8Khz,178000,4
Walk Of Life - Remastered 1996,Dire Straits,Erika,0.461,0.915,4,-8.524,1,0.0899,0.381,0.000359,0.13,0.777,172.348,audio_features,5Hk4Mpex0s2ndUpDQ5v2rU,spotify:track:5Hk4Mpex0s2ndUpDQ5v2rU,https://api.spotify.com/v1/tracks/5Hk4Mpex0s2ndUpDQ5v2rU,https://api.spotify.com/v1/audio-analysis/5Hk4Mpex0s2ndUpDQ5v2rU,248893,4
I Wanna Be Sedated - 2002 Remaster,Ramones,Erika,0.597,0.96,11,-3.989,1,0.042,0.169,2.89e-05,0.105,0.937,163.017,audio_features,6vvmYYUvGXtZLU8msxKvzF,spotify:track:6vvmYYUvGXtZLU8msxKvzF,https://api.spotify.com/v1/tracks/6vvmYYUvGXtZLU8msxKvzF,https://api.spotify.com/v1/audio-analysis/6vvmYYUvGXtZLU8msxKvzF,149467,4
Under Pressure - Remastered 2011,Queen,Erika,0.671,0.712,2,-7.815,1,0.0476,0.429,0,0.103,0.462,113.805,audio_features,2fuCquhmrzHpu5xcA1ci9x,spotify:track:2fuCquhmrzHpu5xcA1ci9x,https://api.spotify.com/v1/tracks/2fuCquhmrzHpu5xcA1ci9x,https://api.spotify.com/v1/audio-analysis/2fuCquhmrzHpu5xcA1ci9x,248440,4
Heroes - 1999 Remaster,David Bowie,Erika,0.478,0.774,7,-6.977,1,0.0292,0.000265,0.585,0.191,0.429,112.577,audio_features,5j6ZZwA9BnxZi5Bk0Ng4jB,spotify:track:5j6ZZwA9BnxZi5Bk0Ng4jB,https://api.spotify.com/v1/tracks/5j6ZZwA9BnxZi5Bk0Ng4jB,https://api.spotify.com/v1/audio-analysis/5j6ZZwA9BnxZi5Bk0Ng4jB,370373,4
The Passenger,Iggy Pop,Erika,0.5,0.846,0,-8.098,1,0.0457,0.0797,0,0.241,0.738,134.937,audio_features,3yP0cohcr97BUNJcgvmSVg,spotify:track:3yP0cohcr97BUNJcgvmSVg,https://api.spotify.com/v1/tracks/3yP0cohcr97BUNJcgvmSVg,https://api.spotify.com/v1/audio-analysis/3yP0cohcr97BUNJcgvmSVg,284067,4
Lust For Life,Iggy Pop,Erika,0.2,0.943,9,-8.217,1,0.0544,0.0125,0,0.139,0.778,203.243,audio_features,7egQFB1zrDcvy3kdTaKbpc,spotify:track:7egQFB1zrDcvy3kdTaKbpc,https://api.spotify.com/v1/tracks/7egQFB1zrDcvy3kdTaKbpc,https://api.spotify.com/v1/audio-analysis/7egQFB1zrDcvy3kdTaKbpc,313800,4
Come Together - Remastered 2009,The Beatles,Erika,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,audio_features,2EqlS6tkEnglzr7tkKAAYD,spotify:track:2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD,259947,4
I Was Made For Lovin' You,KISS,Erika,0.744,0.675,4,-12.386,1,0.0371,0.205,5.02e-05,0.106,0.845,128.695,audio_features,761U61Joa2pOsb5aRd5elL,spotify:track:761U61Joa2pOsb5aRd5elL,https://api.spotify.com/v1/tracks/761U61Joa2pOsb5aRd5elL,https://api.spotify.com/v1/audio-analysis/761U61Joa2pOsb5aRd5elL,258299,4
Space Oddity - 2015 Remaster,David Bowie,Erika,0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,audio_features,72Z17vmmeQKAg8bptWvpVG,spotify:track:72Z17vmmeQKAg8bptWvpVG,https://api.spotify.com/v1/tracks/72Z17vmmeQKAg8bptWvpVG,https://api.spotify.com/v1/audio-analysis/72Z17vmmeQKAg8bptWvpVG,318027,4
Let's Dance - 2002 Remaster,David Bowie,Erika,0.654,0.641,8,-9.771,1,0.0482,0.00535,0.00321,0.209,0.794,114.696,audio_features,4cVHMHgmWgudD399ZdhQ3L,spotify:track:4cVHMHgmWgudD399ZdhQ3L,https://api.spotify.com/v1/tracks/4cVHMHgmWgudD399ZdhQ3L,https://api.spotify.com/v1/audio-analysis/4cVHMHgmWgudD399ZdhQ3L,247600,4
Rebel Rebel - 2016 Remaster,David Bowie,Erika,0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,audio_features,2EC9IJj7g0mN1Q5VrZkiYY,spotify:track:2EC9IJj7g0mN1Q5VrZkiYY,https://api.spotify.com/v1/tracks/2EC9IJj7g0mN1Q5VrZkiYY,https://api.spotify.com/v1/audio-analysis/2EC9IJj7g0mN1Q5VrZkiYY,274747,4
Starman - 2012 Remastered Version,David Bowie,Erika,0.475,0.459,5,-10.261,1,0.0267,0.149,1.43e-06,0.561,0.537,100.113,audio_features,5AIYDx0HUjra5Bn0vZtjmd,spotify:track:5AIYDx0HUjra5Bn0vZtjmd,https://api.spotify.com/v1/tracks/5AIYDx0HUjra5Bn0vZtjmd,https://api.spotify.com/v1/audio-analysis/5AIYDx0HUjra5Bn0vZtjmd,254295,4
Changes - 2015 Remaster,David Bowie,Erika,0.559,0.308,0,-11.75,1,0.0376,0.505,0,0.109,0.414,113.633,audio_features,0LrwgdLsFaWh9VXIjBRe8t,spotify:track:0LrwgdLsFaWh9VXIjBRe8t,https://api.spotify.com/v1/tracks/0LrwgdLsFaWh9VXIjBRe8t,https://api.spotify.com/v1/audio-analysis/0LrwgdLsFaWh9VXIjBRe8t,217747,4
Don't Stop Me Now - Remastered 2011,Queen,Erika,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,audio_features,5T8EDUDqKcs6OSOwEsfqG7,spotify:track:5T8EDUDqKcs6OSOwEsfqG7,https://api.spotify.com/v1/tracks/5T8EDUDqKcs6OSOwEsfqG7,https://api.spotify.com/v1/audio-analysis/5T8EDUDqKcs6OSOwEsfqG7,209413,4
Bohemian Rhapsody - Remastered 2011,Queen,Erika,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,audio_features,4u7EnebtmKWzUH433cf5Qv,spotify:track:4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/tracks/4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/audio-analysis/4u7EnebtmKWzUH433cf5Qv,354320,4
We Will Rock You - Remastered 2011,Queen,Erika,0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308,audio_features,4pbJqGIASGPr0ZpGpnWkDn,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,https://api.spotify.com/v1/tracks/4pbJqGIASGPr0ZpGpnWkDn,https://api.spotify.com/v1/audio-analysis/4pbJqGIASGPr0ZpGpnWkDn,122067,4
Radio Ga Ga - Remastered 2011,Queen,Erika,0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344,audio_features,1nQRg9q9uwALGzouOX5OyQ,spotify:track:1nQRg9q9uwALGzouOX5OyQ,https://api.spotify.com/v1/tracks/1nQRg9q9uwALGzouOX5OyQ,https://api.spotify.com/v1/audio-analysis/1nQRg9q9uwALGzouOX5OyQ,348227,4
Killer Queen - Remastered 2011,Queen,Erika,0.535,0.651,10,-6.326,1,0.0544,0.391,0,0.133,0.612,117.218,audio_features,4cIPLtg1avt2Jm3ne9S1zy,spotify:track:4cIPLtg1avt2Jm3ne9S1zy,https://api.spotify.com/v1/tracks/4cIPLtg1avt2Jm3ne9S1zy,https://api.spotify.com/v1/audio-analysis/4cIPLtg1avt2Jm3ne9S1zy,179600,4
Crazy Little Thing Called Love - Remastered 2011,Queen,Erika,0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,0.712,77.015,audio_features,6xdLJrVj4vIXwhuG8TMopk,spotify:track:6xdLJrVj4vIXwhuG8TMopk,https://api.spotify.com/v1/tracks/6xdLJrVj4vIXwhuG8TMopk,https://api.spotify.com/v1/audio-analysis/6xdLJrVj4vIXwhuG8TMopk,163373,4
I Want To Break Free - Single Remix,Queen,Erika,0.795,0.435,4,-8.927,1,0.0324,0.0841,0.00026,0.0763,0.596,108.95,audio_features,2AkmdLbVKS1steeZdy8H1l,spotify:track:2AkmdLbVKS1steeZdy8H1l,https://api.spotify.com/v1/tracks/2AkmdLbVKS1steeZdy8H1l,https://api.spotify.com/v1/audio-analysis/2AkmdLbVKS1steeZdy8H1l,258013,4
Another One Bites The Dust - Remastered 2011,Queen,Erika,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,audio_features,5vdp5UmvTsnMEMESIF2Ym7,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/tracks/5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/audio-analysis/5vdp5UmvTsnMEMESIF2Ym7,214653,4
Somebody To Love - Remastered 2011,Queen,Erika,0.406,0.698,8,-7.024,1,0.0624,0.186,0,0.233,0.333,109.266,audio_features,4rDbp1vnvEhieiccprPMdI,spotify:track:4rDbp1vnvEhieiccprPMdI,https://api.spotify.com/v1/tracks/4rDbp1vnvEhieiccprPMdI,https://api.spotify.com/v1/audio-analysis/4rDbp1vnvEhieiccprPMdI,296480,3
I Want It All - Remastered 2011,Queen,Erika,0.377,0.842,11,-5.119,0,0.0492,0.025,8.33e-05,0.287,0.387,92.369,audio_features,3Dpyn5Cu7BdURzo2ov4dku,spotify:track:3Dpyn5Cu7BdURzo2ov4dku,https://api.spotify.com/v1/tracks/3Dpyn5Cu7BdURzo2ov4dku,https://api.spotify.com/v1/audio-analysis/3Dpyn5Cu7BdURzo2ov4dku,280480,4
The Invisible Man - Remastered 2011,Queen,Erika,0.704,0.792,0,-6.94,1,0.0422,0.188,0.0155,0.328,0.563,119.994,audio_features,6VoiY3rukFPoqzP4AoGPU8,spotify:track:6VoiY3rukFPoqzP4AoGPU8,https://api.spotify.com/v1/tracks/6VoiY3rukFPoqzP4AoGPU8,https://api.spotify.com/v1/audio-analysis/6VoiY3rukFPoqzP4AoGPU8,237680,4
A Kind Of Magic - Remastered 2011,Queen,Erika,0.67,0.776,9,-5.874,1,0.0356,0.0184,0.00294,0.128,0.703,130.128,audio_features,5RYLa5P4qweEAKq5U1gdcK,spotify:track:5RYLa5P4qweEAKq5U1gdcK,https://api.spotify.com/v1/tracks/5RYLa5P4qweEAKq5U1gdcK,https://api.spotify.com/v1/audio-analysis/5RYLa5P4qweEAKq5U1gdcK,264253,4
Who Wants To Live Forever - Remastered 2011,Queen,Erika,0.0986,0.367,4,-8.96,0,0.035,0.591,0.00113,0.114,0.0386,68.131,audio_features,41kCFJBcaLSt7Ruk5zO3Vr,spotify:track:41kCFJBcaLSt7Ruk5zO3Vr,https://api.spotify.com/v1/tracks/41kCFJBcaLSt7Ruk5zO3Vr,https://api.spotify.com/v1/audio-analysis/41kCFJBcaLSt7Ruk5zO3Vr,315653,4
It's A Hard Life - Remastered 2011,Queen,Erika,0.42,0.599,3,-6.188,1,0.0291,0.422,0,0.159,0.299,82.336,audio_features,34MoKBRdC9JDjcL4b4X1Ic,spotify:track:34MoKBRdC9JDjcL4b4X1Ic,https://api.spotify.com/v1/tracks/34MoKBRdC9JDjcL4b4X1Ic,https://api.spotify.com/v1/audio-analysis/34MoKBRdC9JDjcL4b4X1Ic,246973,4
Fat Bottomed Girls - 2011 Remaster,Queen,Erika,0.332,0.683,2,-7.679,1,0.0491,0.0322,6.51e-06,0.342,0.419,88.522,audio_features,6IAVxNFi1W88UhDeyvOsdo,spotify:track:6IAVxNFi1W88UhDeyvOsdo,https://api.spotify.com/v1/tracks/6IAVxNFi1W88UhDeyvOsdo,https://api.spotify.com/v1/audio-analysis/6IAVxNFi1W88UhDeyvOsdo,255600,4
Love Of My Life - Remastered 2011,Queen,Erika,0.329,0.179,5,-11.589,1,0.0299,0.933,5.04e-06,0.115,0.255,154.175,audio_features,2BlNyI35idBaI6BN6WGZeQ,spotify:track:2BlNyI35idBaI6BN6WGZeQ,https://api.spotify.com/v1/tracks/2BlNyI35idBaI6BN6WGZeQ,https://api.spotify.com/v1/audio-analysis/2BlNyI35idBaI6BN6WGZeQ,217387,4
The Miracle - Remastered 2011,Queen,Erika,0.481,0.651,1,-6.022,1,0.027,0.158,0,0.549,0.549,91.963,audio_features,5EQXJGm08LMM1ZtVmkYJMn,spotify:track:5EQXJGm08LMM1ZtVmkYJMn,https://api.spotify.com/v1/tracks/5EQXJGm08LMM1ZtVmkYJMn,https://api.spotify.com/v1/audio-analysis/5EQXJGm08LMM1ZtVmkYJMn,301360,4
Keep Yourself Alive - Long Lost Retake / June 1975 / Remastered 2011,Queen,Erika,0.488,0.796,4,-8.912,1,0.155,0.176,0.000229,0.261,0.444,135.256,audio_features,5cbpg6UYYWBbOmySSKCR0u,spotify:track:5cbpg6UYYWBbOmySSKCR0u,https://api.spotify.com/v1/tracks/5cbpg6UYYWBbOmySSKCR0u,https://api.spotify.com/v1/audio-analysis/5cbpg6UYYWBbOmySSKCR0u,244387,4
Dream On,Aerosmith,Erika,0.412,0.528,1,-6.613,1,0.0259,0.298,5.03e-05,0.332,0.175,79.962,audio_features,07KHJvlYBeQVqrmifTEqEp,spotify:track:07KHJvlYBeQVqrmifTEqEp,https://api.spotify.com/v1/tracks/07KHJvlYBeQVqrmifTEqEp,https://api.spotify.com/v1/audio-analysis/07KHJvlYBeQVqrmifTEqEp,265093,4
Rag Doll,Aerosmith,Erika,0.593,0.947,4,-4.779,1,0.0509,0.573,0,0.1,0.606,93.451,audio_features,6Al2ORWH26mtRAKjK5QPa8,spotify:track:6Al2ORWH26mtRAKjK5QPa8,https://api.spotify.com/v1/tracks/6Al2ORWH26mtRAKjK5QPa8,https://api.spotify.com/v1/audio-analysis/6Al2ORWH26mtRAKjK5QPa8,264600,4
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,Erika,0.383,0.662,2,-5.162,1,0.0333,0.165,0,0.248,0.138,121.154,audio_features,225xvV8r1yKMHErSWivnow,spotify:track:225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/tracks/225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/audio-analysis/225xvV8r1yKMHErSWivnow,298760,4
